Crop,District,Area (Acres),Production (M.Ton),Year,Temperature at 2 Meters Range (C),Precipitation Corrected (mm),Root Zone Soil Wetness (surface to 100 cm below),Surface Soil Wetness (surface to 5 cm below),relative_humidity_2m(%),soil_temperature_0_to_7cm(C),soil_moiture_7_to_28cm(m³/m³),soil_moisture_0_to_7cm(m³/m³),total_rain_mm
Rabi Brinjal,Bhola,498,1792,2014,31.14,5.84,0.69,0.65,78.75327,27.06849,0.21439,0.209304,1394.6
Rabi Brinjal,Bhola,516,1826,2015,25.56,9.18,0.71,0.67,80.79841,26.47563,0.247312,0.245107,2189
Rabi Brinjal,Bhola,601,2204,2016,26.92,13.2,0.77,0.74,82.32265,26.85736,0.255874,0.245704,2235.7
Rabi Brinjal,Bhola,675,1932,2017,24.39,18.03,0.85,0.83,80.16779,26.6386,0.312069,0.30797,2464.1
Rabi Brinjal,Bhola,723,2098,2018,25.83,12.11,0.8,0.78,79.20738,26.29411,0.292437,0.289401,1830.9
Rabi Brinjal,Bhola,746,2122,2019,25.53,14.24,0.79,0.76,78.74931,26.70232,0.283564,0.27924,1373.3
Rabi Brinjal,Bhola,1001,2289,2020,25.18,11.71,0.85,0.82,79.78842,26.3116,0.294613,0.287981,1892.8
Rabi Brinjal,Bhola,759,2168,2021,28.33,8.97,0.76,0.72,77.78787,26.99182,0.278258,0.276368,1720.1
Rabi Brinjal,Bhola,770,2206,2022,26.69,7.67,0.78,0.75,76.65443,26.8774,0.265778,0.266814,1528.1
Rabi Brinjal,Bhola,786,2212,2023,28.06,8.89,0.76,0.74,77.63254,27.21897,0.267426,0.261321,1445.7
Rabi Brinjal,Bhola,785,2288,2024,26.01,11.29,0.8,0.77,78.96881,26.91448,0.274068,0.262785,2225.4
Rabi Brinjal,Jhallokati,341,443,2014,35.17,4.42,0.71,0.64,77.8536,27.01379,0.266191,0.265348,1404.7
Rabi Brinjal,Jhallokati,346,455,2015,30.86,7.06,0.72,0.67,80.3521,26.45686,0.297879,0.304292,2280.6
Rabi Brinjal,Jhallokati,352,438,2016,32.54,10.6,0.79,0.73,81.3963,26.95386,0.299034,0.296578,2075.5
Rabi Brinjal,Jhallokati,378,502,2017,29.69,13.81,0.84,0.81,81.83854,26.42645,0.315536,0.315002,2557.7
Rabi Brinjal,Jhallokati,401,645,2018,31.04,8.68,0.79,0.76,81.56576,25.92127,0.311166,0.307566,2017.8
Rabi Brinjal,Jhallokati,403,544,2019,31.2,11.4,0.8,0.76,81.5092,26.17879,0.306618,0.299907,1583.5
Rabi Brinjal,Jhallokati,764,4875,2020,30.67,9.37,0.85,0.82,82.83202,25.72413,0.317197,0.313778,2132.1
Rabi Brinjal,Jhallokati,463,741,2021,34.17,7.28,0.77,0.71,81.28326,26.24118,0.309032,0.302745,2326
Rabi Brinjal,Jhallokati,474,773,2022,32.91,6.36,0.78,0.74,79.21585,26.43032,0.287163,0.288792,1901.2
Rabi Brinjal,Jhallokati,489,800,2023,31.71,7.46,0.78,0.73,80.19665,26.60975,0.294072,0.295071,1830.7
Rabi Brinjal,Jhallokati,496,904,2024,25.52,9.02,0.8,0.76,81.48087,26.22273,0.32222,0.321235,2631.7
Rabi Brinjal,Patuakhali,152,261,2014,35.17,4.42,0.71,0.64,78.19968,27.11506,0.274983,0.243854,1425.7
Rabi Brinjal,Patuakhali,147,118,2015,30.86,7.06,0.72,0.67,80.58688,26.53011,0.298113,0.280748,2106.7
Rabi Brinjal,Patuakhali,179,161,2016,32.54,10.6,0.79,0.73,81.80574,27.02288,0.305869,0.276813,1981.5
Rabi Brinjal,Patuakhali,152,122,2017,29.69,13.81,0.84,0.81,81.71815,26.61305,0.329472,0.304972,2761.2
Rabi Brinjal,Patuakhali,169,345,2018,31.04,8.68,0.79,0.76,80.9782,26.24011,0.319648,0.295181,2032
Rabi Brinjal,Patuakhali,170,346,2019,31.2,11.4,0.8,0.76,80.5137,26.53662,0.314117,0.287209,1615.6
Rabi Brinjal,Patuakhali,143,311,2020,30.67,9.37,0.85,0.82,82.14005,26.0527,0.329936,0.302475,2294.4
Rabi Brinjal,Patuakhali,145,328,2021,34.17,7.28,0.77,0.71,80.79282,26.65525,0.315762,0.288879,2214
Rabi Brinjal,Patuakhali,151,443,2022,32.91,6.36,0.78,0.74,79.17094,26.59963,0.304774,0.280432,1977.7
Rabi Brinjal,Patuakhali,160,456,2023,31.71,7.46,0.78,0.73,80.08048,26.77584,0.313793,0.286742,1731.3
Rabi Brinjal,Patuakhali,166,463,2024,25.89,9.02,0.8,0.76,80.35032,26.58818,0.31693,0.290791,2607.2
Rabi Brinjal,Pirojpur,290,367,2014,35.17,4.42,0.71,0.64,77.56786,27.1174,0.2674,0.265457,1435.1
Rabi Brinjal,Pirojpur,291,381,2015,30.86,7.06,0.72,0.67,80.14432,26.58146,0.295539,0.301617,2258.5
Rabi Brinjal,Pirojpur,299,424,2016,32.54,10.6,0.79,0.73,81.08021,27.12564,0.296835,0.294983,2078.4
Rabi Brinjal,Pirojpur,313,451,2017,29.69,13.81,0.84,0.81,81.50209,26.67749,0.31272,0.312848,2542.5
Rabi Brinjal,Pirojpur,320,485,2018,31.04,8.68,0.79,0.76,81.33744,26.03883,0.317141,0.312214,1857.7
Rabi Brinjal,Pirojpur,311,489,2019,31.2,11.4,0.8,0.76,81.35525,26.29982,0.313304,0.304752,1476.9
Rabi Brinjal,Pirojpur,324,494,2020,30.67,9.37,0.85,0.82,82.61028,25.89522,0.321019,0.316563,2251.2
Rabi Brinjal,Pirojpur,329,502,2021,34.17,7.28,0.77,0.71,81.3788,26.2991,0.316045,0.309294,2390.6
Rabi Brinjal,Pirojpur,337,517,2022,32.91,6.36,0.78,0.74,79.13464,26.51476,0.291787,0.29263,1922.9
Rabi Brinjal,Pirojpur,341,524,2023,31.71,7.46,0.78,0.73,80.55397,26.58344,0.306115,0.303468,1872.5
Rabi Brinjal,Pirojpur,347,535,2024,25.72,9.02,0.8,0.76,80.51004,26.48727,0.311679,0.311491,2610.8
Rabi Brinjal,Bandarban,313,757,2014,29.48,7.27,0.67,0.66,78.30647,24.25301,0.292669,0.288987,1516.1
Rabi Brinjal,Bandarban,314,766,2015,25.97,10.43,0.68,0.68,80.06834,23.99853,0.305287,0.307801,2568.2
Rabi Brinjal,Bandarban,313,774,2016,30.24,10.95,0.73,0.72,81.73366,24.24252,0.314473,0.31442,2288.5
Rabi Brinjal,Bandarban,314,799,2017,24.66,16.65,0.79,0.79,79.04627,24.15224,0.317294,0.311193,2437.2
Rabi Brinjal,Bandarban,314,799,2018,30.01,12.99,0.75,0.75,77.45531,23.56438,0.304684,0.30361,2383.8
Rabi Brinjal,Bandarban,314,798,2019,29.5,15.39,0.73,0.73,75.92758,24.21347,0.287431,0.279632,1827.5
Rabi Brinjal,Bandarban,324,818,2020,28.94,11.39,0.77,0.77,76.6218,23.90011,0.303409,0.294267,2043.6
Rabi Brinjal,Bandarban,332,837,2021,30.08,9.55,0.71,0.71,76.21778,24.21268,0.306284,0.292478,2743.6
Rabi Brinjal,Bandarban,731,4981,2022,29.28,7,0.7,0.71,75.99511,24.20901,0.297327,0.292952,1514
Rabi Brinjal,Bandarban,336,846,2023,29.68,8.02,0.69,0.7,75.10578,24.40345,0.315443,0.305601,2417.7
Rabi Brinjal,Bandarban,336.6,848.08,2024,24.58,12.38,0.72,0.72,76.9333,24.31012,0.329995,0.316143,2131.3
Rabi Brinjal,Brahmanbaria,642,2689,2014,32.2,5.11,0.62,0.62,77.0602,26.5018,0.279154,0.276998,1390.5
Rabi Brinjal,Brahmanbaria,774,3031,2015,27.68,6.57,0.69,0.69,79.0919,26.111,0.303316,0.303633,2484.4
Rabi Brinjal,Brahmanbaria,742,2737,2016,27.88,7.63,0.74,0.73,79.92362,26.4526,0.318716,0.314619,2277.3
Rabi Brinjal,Brahmanbaria,778,2947,2017,25.43,13.13,0.83,0.83,80.83692,26.11905,0.336393,0.331281,3150.6
Rabi Brinjal,Brahmanbaria,919,3156,2018,28.47,7.49,0.76,0.76,79.05452,25.86475,0.305156,0.306928,1898.4
Rabi Brinjal,Brahmanbaria,829,2720,2019,29.64,8.33,0.73,0.73,79.02871,26.06594,0.309745,0.304781,1673.1
Rabi Brinjal,Brahmanbaria,1006,3487,2020,29.29,7.39,0.75,0.75,80.04127,25.73491,0.310551,0.304128,1995.3
Rabi Brinjal,Brahmanbaria,1095,4510,2021,31.29,6.14,0.7,0.7,77.93095,26.25094,0.297885,0.294738,1773.8
Rabi Brinjal,Brahmanbaria,1131,5252,2022,30.15,6.49,0.71,0.72,78.24826,26.16909,0.30718,0.30847,2007
Rabi Brinjal,Brahmanbaria,1128,5257,2023,31.31,6.59,0.69,0.69,77.36163,26.48324,0.30738,0.30136,1989.4
Rabi Brinjal,Brahmanbaria,1065.6,4975.71,2024,25.41,8.75,0.75,0.74,78.32047,26.37073,0.307044,0.303981,2167.3
Rabi Brinjal,Chandpur,535,2430,2014,33.73,4.61,0.62,0.6,74.7404,26.53743,0.275142,0.262199,1409
Rabi Brinjal,Chandpur,575,2821,2015,28.42,6.14,0.66,0.64,77.88509,26.35128,0.296262,0.291192,2210.5
Rabi Brinjal,Chandpur,604,3041,2016,30.42,7.91,0.72,0.71,77.37621,26.89067,0.296377,0.290446,1490.1
Rabi Brinjal,Chandpur,616,2637,2017,26.93,13.38,0.83,0.82,80.0768,26.36991,0.312902,0.301016,2406.1
Rabi Brinjal,Chandpur,535,2430,2018,28.39,7.63,0.76,0.75,77.72992,25.91705,0.300788,0.280814,1555.9
Rabi Brinjal,Chandpur,531,2055,2019,30.98,8.18,0.73,0.71,79.33491,25.97735,0.31089,0.294269,1518
Rabi Brinjal,Chandpur,531,2055,2020,28.58,7.96,0.79,0.79,79.57623,25.8863,0.300051,0.286747,1999.1
Rabi Brinjal,Chandpur,537,2118,2021,31.7,6.32,0.72,0.71,78.3517,26.10671,0.302535,0.284086,1835.2
Rabi Brinjal,Chandpur,527,2069,2022,30.76,5.84,0.71,0.72,79.42098,25.95165,0.297849,0.286772,1660.8
Rabi Brinjal,Chandpur,534,2075,2023,29.6,6.94,0.72,0.71,76.33583,26.65489,0.276591,0.261726,1738.2
Rabi Brinjal,Chandpur,538.15,2095.6,2024,29.56,8.34,0.75,0.75,76.4986,26.57571,0.290366,0.285753,1770.3
Rabi Brinjal,Chattogram,3070,9604,2014,28.76,7.72,0.69,0.68,79.71137,26.84862,0.27994,0.270566,1783.1
Rabi Brinjal,Chattogram,3109,9742,2015,24.55,9.42,0.7,0.69,81.1776,26.4393,0.299875,0.297441,3234.2
Rabi Brinjal,Chattogram,3122,9791,2016,24.64,13.19,0.76,0.75,82.70374,26.65056,0.311763,0.306922,2766.2
Rabi Brinjal,Chattogram,3125,9799,2017,24.06,20.09,0.85,0.84,83.30714,26.18319,0.316454,0.312984,2941.9
Rabi Brinjal,Chattogram,3141,9762,2018,26.01,13.84,0.8,0.8,82.18758,25.87144,0.289284,0.290815,2461.5
Rabi Brinjal,Chattogram,3219,9942,2019,25.43,14.25,0.77,0.76,81.32631,26.24627,0.281668,0.280716,2049.5
Rabi Brinjal,Chattogram,2787,9497,2020,24.94,11.52,0.83,0.82,82.18119,25.99998,0.297931,0.294971,2103.7
Rabi Brinjal,Chattogram,2916,9612,2021,27.94,9.35,0.75,0.74,79.81858,26.6823,0.274273,0.27571,2385
Rabi Brinjal,Chattogram,3151,14001,2022,27.1,7.53,0.75,0.75,80.00236,26.23665,0.288267,0.285411,1686.4
Rabi Brinjal,Chattogram,3213,14585,2023,27.66,8.73,0.74,0.73,79.89684,26.6113,0.29276,0.287985,1973.3
Rabi Brinjal,Chattogram,3055.1,36342.18,2024,25.58,11.74,0.76,0.76,79.07124,26.67863,0.277504,0.263671,2404.5
Rabi Brinjal,Comilla,1437,6095,2014,33.22,5.28,0.65,0.66,76.99035,26.83693,0.27247,0.271141,1346
Rabi Brinjal,Comilla,1277,5402,2015,27.94,6.72,0.69,0.7,78.98991,26.3533,0.303103,0.301579,2239.4
Rabi Brinjal,Comilla,1448,5736,2016,29.47,8.25,0.73,0.74,80.60566,26.62772,0.313621,0.309194,2097.2
Rabi Brinjal,Comilla,1379,5511,2017,26.16,14.43,0.84,0.85,80.89439,26.0797,0.329784,0.326112,3033.7
Rabi Brinjal,Comilla,1205,4589,2018,29.62,7.83,0.77,0.79,79.39526,25.73019,0.307598,0.307329,1757.1
Rabi Brinjal,Comilla,1264,4191,2019,29.77,9.09,0.74,0.74,78.95788,26.15881,0.296477,0.292136,1583.2
Rabi Brinjal,Comilla,1327,4227,2020,29.01,7.95,0.78,0.8,79.95403,25.74632,0.313419,0.30948,2047
Rabi Brinjal,Comilla,1410,4313,2021,32.21,6.59,0.72,0.73,77.73573,26.32991,0.296004,0.292179,1952
Rabi Brinjal,Comilla,1310,4194,2022,30.27,6.1,0.73,0.75,76.66259,26.58233,0.263134,0.271766,1577.5
Rabi Brinjal,Comilla,1325,4357,2023,31.47,6.67,0.7,0.71,76.14108,26.79526,0.278164,0.280819,1591.3
Rabi Brinjal,Comilla,1332.14,4367.68,2024,25.34,9.48,0.76,0.77,78.99686,26.28485,0.296012,0.29984,2255.4
Rabi Brinjal,Cox's Bazar,986,2344,2014,16.56,12.18,0.71,0.71,79.61066,26.76397,0.273842,0.239984,1973.6
Rabi Brinjal,Cox's Bazar,939,2111,2015,13.17,17.46,0.73,0.73,80.06567,26.50522,0.277186,0.256892,2982.8
Rabi Brinjal,Cox's Bazar,996,2207,2016,13.97,21.83,0.78,0.78,81.89871,26.77161,0.296368,0.267697,2580.3
Rabi Brinjal,Cox's Bazar,1053,2395,2017,14.29,26.71,0.84,0.84,84.21019,26.38216,0.306352,0.275286,3411.1
Rabi Brinjal,Cox's Bazar,1019,2381,2018,15.2,22.29,0.8,0.8,83.27377,25.8845,0.294025,0.267308,2485.6
Rabi Brinjal,Cox's Bazar,1019,2381,2019,14.07,26,0.8,0.81,82.88187,26.27429,0.291974,0.249813,2459.8
Rabi Brinjal,Cox's Bazar,792,2159,2020,15.75,20.43,0.82,0.82,83.8287,26.06871,0.294457,0.267779,2790.9
Rabi Brinjal,Cox's Bazar,937,2693,2021,16.29,15.52,0.75,0.75,82.6091,26.43788,0.291167,0.257862,2941.3
Rabi Brinjal,Cox's Bazar,938,2698,2022,14.74,12.54,0.76,0.77,82.06303,25.98739,0.29889,0.261757,1633.4
Rabi Brinjal,Cox's Bazar,942,2698,2023,14.64,14.78,0.77,0.77,81.58126,26.21503,0.301472,0.279088,2295.4
Rabi Brinjal,Cox's Bazar,1017.78,2887.17,2024,25.54,18.85,0.78,0.79,79.74715,26.03338,0.283949,0.277491,3140.3
Rabi Brinjal,Feni,417,947,2014,33.38,6.42,0.69,0.68,77.39947,26.91449,0.326299,0.322903,1507.1
Rabi Brinjal,Feni,413,940,2015,27.6,7.95,0.71,0.69,79.33884,26.39356,0.348848,0.345348,2520.9
Rabi Brinjal,Feni,452,980,2016,28.2,10.89,0.76,0.75,81.54038,26.60548,0.359535,0.355981,2413.8
Rabi Brinjal,Feni,405,1039,2017,26.4,18.19,0.87,0.86,82.01371,26.08472,0.425435,0.41968,3161.5
Rabi Brinjal,Feni,409,1054,2018,28.25,10.93,0.82,0.81,80.68234,25.81173,0.400761,0.400477,2059.4
Rabi Brinjal,Feni,385,978,2019,28.28,11.91,0.76,0.76,79.87547,26.15463,0.398378,0.390592,1720.9
Rabi Brinjal,Feni,477,2544,2020,26.63,10.13,0.84,0.83,79.88032,25.98254,0.402878,0.395739,2088.2
Rabi Brinjal,Feni,731,4948,2021,31.27,7.99,0.76,0.74,77.37097,26.70761,0.384826,0.381263,2037.1
Rabi Brinjal,Feni,731,4981,2022,28.18,7,0.77,0.76,76.57862,26.73096,0.371321,0.37413,1737.5
Rabi Brinjal,Feni,737,3531,2023,30.56,7.97,0.75,0.74,76.70201,26.87203,0.381022,0.37586,1727.4
Rabi Brinjal,Feni,698,5561.5,2024,25.36,10.99,0.79,0.78,79.06619,26.35946,0.387513,0.3857,2277.6
Rabi Brinjal,Khagrachari,993,2804,2014,32.29,6.51,0.7,0.71,79.13297,25.62647,0.290946,0.287924,1589.5
Rabi Brinjal,Khagrachari,1037,3117,2015,28.6,7.97,0.71,0.72,81.29,25.28746,0.312315,0.311605,2758.8
Rabi Brinjal,Khagrachari,1049,3136,2016,29.46,10.68,0.76,0.77,83.16566,25.57636,0.329539,0.329458,2294.2
Rabi Brinjal,Khagrachari,1061,3181,2017,29.53,18.24,0.85,0.86,83.58102,25.04354,0.35355,0.348648,2954.1
Rabi Brinjal,Khagrachari,1075,3221,2018,32.12,11,0.8,0.82,82.19283,24.58409,0.328891,0.328578,2322.2
Rabi Brinjal,Khagrachari,1064,3094,2019,30.43,12.02,0.75,0.77,80.25134,25.12328,0.308776,0.307612,2018.6
Rabi Brinjal,Khagrachari,1086,3205,2020,30.02,10.13,0.82,0.83,81.05655,24.76285,0.322205,0.317578,2035.4
Rabi Brinjal,Khagrachari,1105,3296,2021,32.28,7.99,0.74,0.75,79.69796,25.22061,0.319793,0.316992,2157.4
Rabi Brinjal,Khagrachari,1136,3437,2022,30.8,7.01,0.76,0.77,78.39501,25.30925,0.303918,0.302883,1674
Rabi Brinjal,Khagrachari,1171,3544,2023,32.51,7.96,0.74,0.75,78.1305,25.44188,0.321535,0.316838,1825.1
Rabi Brinjal,Khagrachari,1183.32,3614.94,2024,25.28,11.03,0.78,0.79,78.77097,25.49229,0.300867,0.299998,2247.4
Rabi Brinjal,Lakshmipur,648,1689,2014,32.85,5.12,0.67,0.64,78.16954,26.80946,0.257871,0.246181,1365.9
Rabi Brinjal,Lakshmipur,604,1597,2015,27.03,6.98,0.69,0.66,80.22253,26.28651,0.290739,0.281771,2162.7
Rabi Brinjal,Lakshmipur,570,1534,2016,29.77,10.08,0.76,0.73,82.32218,26.53865,0.304621,0.290815,2154.9
Rabi Brinjal,Lakshmipur,519,1438,2017,25.88,15.37,0.85,0.83,81.82531,26.11148,0.321924,0.317001,2971.2
Rabi Brinjal,Lakshmipur,520,1430,2018,27.35,8.96,0.79,0.77,80.58334,25.70549,0.300696,0.301933,1947.1
Rabi Brinjal,Lakshmipur,511,1398,2019,28.26,9.99,0.76,0.74,80.31153,26.10278,0.294194,0.290412,1712.9
Rabi Brinjal,Lakshmipur,522,1440,2020,26.8,9.28,0.85,0.82,80.78117,25.78658,0.298616,0.299247,2236.2
Rabi Brinjal,Lakshmipur,530,1445,2021,30.65,6.97,0.75,0.72,78.69273,26.425,0.285422,0.282885,2220.3
Rabi Brinjal,Lakshmipur,528,1857,2022,29.16,6.38,0.77,0.74,77.68788,26.38997,0.274434,0.279326,1698.3
Rabi Brinjal,Lakshmipur,536,1893,2023,29.02,7.53,0.75,0.73,77.95853,26.60249,0.281745,0.284269,1657.7
Rabi Brinjal,Lakshmipur,539.5,1911.19,2024,25.41,9.39,0.78,0.76,79.5868,26.17023,0.296491,0.305149,2409.2
Rabi Brinjal,Noakhali,1475,2293,2014,33.38,6.42,0.69,0.68,77.89309,27.31515,0.245639,0.217453,1543.9
Rabi Brinjal,Noakhali,1489,2323,2015,27.6,7.95,0.71,0.69,79.94849,26.6777,0.272098,0.247946,2149.5
Rabi Brinjal,Noakhali,1464,2237,2016,28.2,10.89,0.76,0.75,82.21404,26.88732,0.285144,0.260022,2387.5
Rabi Brinjal,Noakhali,1438,2026,2017,26.4,18.19,0.87,0.86,81.35957,26.14914,0.319425,0.294697,3378.1
Rabi Brinjal,Noakhali,1208,4421,2018,28.25,10.93,0.82,0.81,79.95386,25.89903,0.293773,0.272205,2276.8
Rabi Brinjal,Noakhali,1114,1538,2019,28.28,11.91,0.76,0.76,79.10151,26.37833,0.280392,0.256954,1831.8
Rabi Brinjal,Noakhali,1017,3195,2020,26.63,10.13,0.84,0.83,80.1632,25.96538,0.296998,0.273862,2399.7
Rabi Brinjal,Noakhali,980,4454,2021,31.27,7.99,0.76,0.74,77.5318,26.80188,0.272261,0.252141,2297.6
Rabi Brinjal,Noakhali,984,4475,2022,28.18,7,0.77,0.76,76.62837,26.60912,0.267234,0.246151,1943.2
Rabi Brinjal,Noakhali,1019,4890,2023,30.56,7.97,0.75,0.74,76.59639,26.95884,0.271733,0.24367,1787.2
Rabi Brinjal,Noakhali,1054.72,5143.07,2024,30,10.99,0.79,0.78,77.7535,26.72673,0.272514,0.249126,2498.3
Rabi Brinjal,Rangamati,637,3319,2014,29.06,6.09,0.65,0.65,78.42105,25.79644,0.320757,0.310013,1257.7
Rabi Brinjal,Rangamati,664,3416,2015,25.16,8.88,0.68,0.68,80.44115,25.49937,0.332148,0.32549,2479.4
Rabi Brinjal,Rangamati,673,3404,2016,29.35,9.2,0.72,0.73,81.90435,25.80859,0.343311,0.338104,1886.6
Rabi Brinjal,Rangamati,675,3380,2017,24.13,16.33,0.79,0.8,80.62814,25.48715,0.367634,0.362827,2708.4
Rabi Brinjal,Rangamati,650,3173,2018,28.81,12.01,0.75,0.76,79.60342,24.99171,0.354836,0.351494,2353.5
Rabi Brinjal,Rangamati,630,3093,2019,28.34,13.54,0.72,0.73,78.84639,25.30644,0.359277,0.355694,1834.9
Rabi Brinjal,Rangamati,633,3085,2020,27.98,9.85,0.77,0.77,79.2475,25.05571,0.35491,0.350647,1930.2
Rabi Brinjal,Rangamati,626,3062,2021,29.72,8.08,0.7,0.71,77.9938,25.57534,0.32525,0.324045,2277.2
Rabi Brinjal,Rangamati,624,3048,2022,28.71,6.8,0.7,0.71,77.72524,25.35755,0.358507,0.355025,1684.5
Rabi Brinjal,Rangamati,619,3011,2023,29.13,7.49,0.68,0.69,78.57892,25.58147,0.355763,0.350847,1893.6
Rabi Brinjal,Rangamati,625.31,3353.27,2024,27.43,10.65,0.72,0.72,80.41451,25.50198,0.348155,0.33509,2223.4
Rabi Brinjal,Dhaka,1170,5966,2014,33.73,4.61,0.62,0.6,77.13461,26.95468,0.271954,0.268574,1284.2
Rabi Brinjal,Dhaka,1219,6057,2015,28.42,6.14,0.66,0.64,79.19579,26.57154,0.300778,0.300216,2258.9
Rabi Brinjal,Dhaka,1245,6240,2016,30.42,7.91,0.72,0.71,79.84581,27.0082,0.308022,0.306217,1863.4
Rabi Brinjal,Dhaka,1259,6303,2017,26.93,13.38,0.83,0.82,80.80763,26.34869,0.343849,0.336463,2716.5
Rabi Brinjal,Dhaka,1325,6738,2018,28.39,7.63,0.76,0.75,78.87431,26.06536,0.313415,0.310815,1607.4
Rabi Brinjal,Dhaka,940,4698,2019,30.98,8.18,0.73,0.71,79.42227,26.2823,0.311154,0.309579,1582.4
Rabi Brinjal,Dhaka,926,4498,2020,28.58,7.96,0.79,0.79,79.49921,26.07041,0.315091,0.312356,1949.3
Rabi Brinjal,Dhaka,1191,6309,2021,31.7,6.32,0.72,0.71,77.25425,26.64925,0.303184,0.297663,1786.7
Rabi Brinjal,Dhaka,1184,6780,2022,30.76,5.84,0.71,0.72,78.73846,26.34185,0.307307,0.306202,1649.1
Rabi Brinjal,Dhaka,1195,8576,2023,29.6,6.94,0.72,0.71,76.87009,26.87267,0.291756,0.292725,1774.9
Rabi Brinjal,Dhaka,1183.75,6773.67,2024,29.76,8.34,0.75,0.75,76.83747,26.82269,0.292582,0.280218,1866.1
Rabi Brinjal,Faridpur,639,2378,2014,35.24,3.94,0.62,0.59,76.06918,26.77626,0.265086,0.25887,1312.1
Rabi Brinjal,Faridpur,608,2339,2015,31.22,5.31,0.66,0.63,78.5588,26.44988,0.293949,0.292277,2133.1
Rabi Brinjal,Faridpur,562,2151,2016,32.86,7.05,0.71,0.69,78.89458,26.90809,0.299364,0.297292,1785.7
Rabi Brinjal,Faridpur,553,2078,2017,30.56,11.16,0.81,0.78,79.9007,26.44336,0.32029,0.315845,2474.3
Rabi Brinjal,Faridpur,896,4074,2018,30.45,6.56,0.75,0.73,77.9637,26.14595,0.299635,0.294786,1531.1
Rabi Brinjal,Faridpur,562,2151,2019,34.01,7.43,0.73,0.71,79.16616,26.18419,0.307993,0.302182,1615.9
Rabi Brinjal,Faridpur,574,2167,2020,30.56,7.6,0.81,0.79,79.49822,26.02436,0.307045,0.299356,1966.6
Rabi Brinjal,Faridpur,614,2279,2021,33.65,6.05,0.73,0.71,77.58245,26.53538,0.298007,0.289935,2202.6
Rabi Brinjal,Faridpur,607,2217,2022,33.42,5.4,0.72,0.71,78.57882,26.22941,0.300852,0.294744,1664.9
Rabi Brinjal,Faridpur,676,2435,2023,31.38,6.45,0.72,0.7,77.69761,26.60519,0.29098,0.285711,1851.5
Rabi Brinjal,Faridpur,692.9,2795.28,2024,32.67,7.25,0.75,0.73,77.54992,26.62506,0.284935,0.282135,1748.5
Rabi Brinjal,Gazipur,635,1446,2014,33.77,5.36,0.63,0.62,76.63105,26.28902,0.376612,0.365009,1440.5
Rabi Brinjal,Gazipur,516,1528,2015,28.4,6.36,0.68,0.67,79.12474,25.94206,0.396052,0.391553,2234.4
Rabi Brinjal,Gazipur,473,1567,2016,31.05,8.29,0.74,0.73,79.0548,26.44852,0.399077,0.391449,1876.2
Rabi Brinjal,Gazipur,463,1460,2017,27.92,14.35,0.83,0.81,81.14629,25.71322,0.433993,0.427529,3195.7
Rabi Brinjal,Gazipur,350,1253,2018,28.46,8.78,0.77,0.77,79.07323,25.39571,0.41337,0.408421,1679.8
Rabi Brinjal,Gazipur,351,1254,2019,31.24,10.15,0.75,0.74,79.45654,25.65844,0.415152,0.408401,1603.9
Rabi Brinjal,Gazipur,458,1387,2020,30.08,9.86,0.79,0.78,80.0339,25.36518,0.406958,0.40417,2167.3
Rabi Brinjal,Gazipur,439,1365,2021,32.83,7.48,0.73,0.73,77.61991,25.82882,0.402581,0.393606,1693.4
Rabi Brinjal,Gazipur,439,1412,2022,31.33,7.95,0.74,0.73,78.71365,25.74714,0.40922,0.405077,2141.7
Rabi Brinjal,Gazipur,430,1430,2023,31.09,8.14,0.72,0.72,76.22692,26.32917,0.39362,0.386912,1784.2
Rabi Brinjal,Gazipur,417.77,1407.5,2024,31,9.39,0.78,0.76,77.89529,25.96589,0.410303,0.40959,1921.3
Rabi Brinjal,Gopalganj,422,2268,2014,35.94,4.06,0.66,0.61,76.49646,27.08828,0.266008,0.262836,1304.5
Rabi Brinjal,Gopalganj,444,2266,2015,31.81,5.86,0.68,0.64,78.71974,26.72543,0.28872,0.291796,2047.9
Rabi Brinjal,Gopalganj,435,2210,2016,33.43,8.61,0.75,0.71,79.31275,27.22494,0.297175,0.297585,1874.4
Rabi Brinjal,Gopalganj,453,2319,2017,30.57,12.07,0.82,0.79,79.98982,26.49266,0.325683,0.321521,2581.1
Rabi Brinjal,Gopalganj,472,2432,2018,31.51,6.94,0.76,0.74,78.12585,26.14963,0.308096,0.302888,1700.6
Rabi Brinjal,Gopalganj,492,2432,2019,33.75,8.54,0.76,0.72,79.11637,26.27718,0.313305,0.306898,1549.5
Rabi Brinjal,Gopalganj,391,2084,2020,32.27,8.22,0.84,0.81,80.2757,25.87745,0.315726,0.310378,2172.5
Rabi Brinjal,Gopalganj,412,1969,2021,34.99,6.29,0.75,0.71,77.97558,26.50646,0.298546,0.291647,2011.2
Rabi Brinjal,Gopalganj,377,1725,2022,34.23,5.61,0.75,0.73,77.40763,26.58472,0.28282,0.283554,1785.7
Rabi Brinjal,Gopalganj,388,1765,2023,31.94,6.63,0.74,0.71,77.52143,26.74038,0.290965,0.288893,1893.4
Rabi Brinjal,Gopalganj,381.6,1723.62,2024,32.78,7.79,0.76,0.74,78.31952,26.59652,0.299475,0.301223,1961.2
Rabi Brinjal,Kishoreganj,7020,24831,2014,33.77,5.36,0.63,0.62,77.42407,26.33869,0.281967,0.278128,1778.6
